"CNT","Gender","Computers_at_home","Hours_maths_school","Hours_maths_at_home","Hours_science_school","Hours_science_at_home","PV1MATH","PV1READ","PV1SCIE"
"United Kingdom","Female","2",NA,"4",NA,NA,365.512,410.647,378.091
"United Kingdom","Female","1","7","2","11","4",518.565,582.143,597.36
"United Kingdom","Female",">=3","9","6","6","3",466.022,544.222,525.85
"United Kingdom","Male","2","7","0","11","0",465.652,490.936,449.05
"United Kingdom","Male","1","7","8","5","5",367.502,393.921,390.53
"United Kingdom","Male","2","6","2","6","1",491.227,419.399,446.414
"United Kingdom","Male","1","7","0","6","8",472.635,538.839,469.898
"United Kingdom","Male",">=3","4","4","3","4",457.588,415.531,430.035
"United Kingdom","Male","1","7","4","6","3",459.383,443.292,453.909
"United Kingdom","Male",">=3","8","5","6",NA,471.559,429.021,409.21
"United Kingdom","Male","1","6","10","6","10",331.285,349.269,385.469
"United Kingdom","Male","0","7","4","6","3",463.854,467.319,480.554
"United Kingdom","Male",">=3","7","3","11","2",558.221,522.938,537.129
"United Kingdom","Male","1","7","3","6",NA,479.485,477.902,499.363
"United Kingdom","Male","2","7","2","0","0",556.582,457.257,511.816
"United Kingdom","Female",">=3","5","2","5","2",484.391,518.56,461.682
"United Kingdom","Female","0","3","2","5","2",362.899,350.242,378.337
"United Kingdom","Female",">=3","3","2","3","3",648.447,682.273,682.639
"United Kingdom","Female",">=3","5","4","5","3",530.564,543.12,563.799
"United Kingdom","Female",">=3","3","1","5","1",509.574,586.51,558.258
"United Kingdom","Female",">=3","2",NA,"5",NA,538.593,621.466,607.603
"United Kingdom","Female",">=3","4","6","5","7",496.527,535.859,589.912
"United Kingdom","Female","2","4","4","5","4",474.57,483.343,472.862
"United Kingdom","Female","0","3",NA,"5",NA,446.131,443.698,451.3
"United Kingdom","Female",">=3","3","1","5","2",520.107,571.123,573.752
"United Kingdom","Female",">=3","3","2","5","5",570.324,593.435,626.205
"United Kingdom","Female","1","3","3","5","3",504.638,577.352,553.156
"United Kingdom","Female",">=3","4","1","5","3",517.433,600.882,626.242
"United Kingdom","Female","1","5","2","5","2",364.258,448.317,432.433
"United Kingdom","Female","2","3","1","5","3",614.303,543.685,591.553
"United Kingdom","Male",">=3","3","1","5","2",563.421,421.154,544.353
"United Kingdom","Male","1","3","3","5","5",431.438,423.977,454.533
"United Kingdom","Male",">=3","3",NA,"5",NA,416.495,545.16,490.564
"United Kingdom","Male","2",NA,NA,NA,NA,665.264,709.932,702.61
"United Kingdom","Male",">=3","4","4","4","4",458.485,400.27,431.777
"United Kingdom","Male","2","4",NA,"5",NA,537.826,541.138,552.099
"United Kingdom","Male",">=3","4","4","4","4",481.688,408.735,469.352
"United Kingdom","Male",">=3","3","0","5","0",393.377,386.623,420.422
"United Kingdom","Male",">=3","4","4","5","4",633.812,652.157,675.928
"United Kingdom","Male",">=3","4",NA,"4",NA,480.454,457.493,516.133
"United Kingdom","Male",">=3","4","2","5","4",594.349,558.649,551.966
"United Kingdom","Male","2",NA,NA,NA,NA,443.768,361.238,442.374
"United Kingdom","Male",">=3",NA,NA,NA,NA,581.299,490.853,521.26
"United Kingdom","Female","2","5","5","4","4",306.685,403.106,367.373
"United Kingdom","Female",">=3","4","15","4","15",435.913,483.4,443.471
"United Kingdom","Female",">=3","5","1","8","2",325.715,305.465,316.707
"United Kingdom","Female","1","5","5","2","4",347.156,417.119,359.362
"United Kingdom","Female",">=3","5","5","4","4",390.808,385.369,441.874
"United Kingdom","Female","0","4","2","4","0",591.679,601.633,581.557
"United Kingdom","Female","2","4","3","4","2",586.337,616.716,570.524
"United Kingdom","Female",">=3","5","2","5","1",426.387,442.775,465.038
"United Kingdom","Female","1","4","2","6","5",517.551,440.853,508.034
"United Kingdom","Female","2","4","5","3","3",466.846,486.881,465.37
"United Kingdom","Female","1","5","8","5","6",551.002,634.815,608.862
"United Kingdom","Female","1",NA,"4",NA,"4",331.874,430.382,397.652
"United Kingdom","Male","2","4","4","4","1",467.296,459.398,406.939
"United Kingdom","Male","2","5","7","5","5",477.491,538.635,548.698
"United Kingdom","Male",">=3","7","10","5","10",368.169,426.462,417.926
"United Kingdom","Male","1","5","5","4","4",458.875,435.41,422.258
"United Kingdom","Male",">=3","4","1","7","3",549.144,537.592,561.545
"United Kingdom","Male","1","4","5","4","8",376.671,467.469,459.147
"United Kingdom","Male","1","5",NA,"3",NA,395.334,348.414,400.762
"United Kingdom","Male",">=3","5","5","4","5",368.892,394.034,423.351
"United Kingdom","Male","2","4","2","4","2",539.643,559.754,601.299
"United Kingdom","Male",">=3","5","2","4","2",354.712,370.998,391.565
"United Kingdom","Male","2","5","5","3","3",302.939,360.92,356.345
"United Kingdom","Male","2","4","1","4","1",604.651,429.33,526.873
"United Kingdom","Male","1","5","30",NA,"30",474.118,492.052,434.237
"United Kingdom","Female",">=3","6","2","10","1",568.02,546.244,573.486
"United Kingdom","Female","2","4","2","3","2",585.745,608.25,676.718
"United Kingdom","Female",">=3","2","4","1","4",319.733,285.841,294.023
"United Kingdom","Female",">=3","3","4","4","3",548.411,498.545,510.713
"United Kingdom","Female","1","3","4","4","3",594.88,541.307,509.67
"United Kingdom","Female","2","3","7","4","7",474.606,605.343,521.201
"United Kingdom","Female",">=3","3","1","4","1",582.911,626.408,609.057
"United Kingdom","Female",">=3","4","4","2","2",506.21,561.2,538.516
"United Kingdom","Female","2","8","4","8","4",459.848,476.819,388.241
"United Kingdom","Female",">=3","3","1","5","2",566.153,604.988,594.289
"United Kingdom","Female",">=3","3",NA,"3",NA,546.138,463.897,515.438
"United Kingdom","Female","2","3","4","3","5",476.056,375.53,501.945
"United Kingdom","Female","1","3","3","4","6",399.547,460.149,407.187
"United Kingdom","Male","2","8","2","8","2",452.636,475.059,462.747
"United Kingdom","Male","2","4","5","4","5",472.688,479.027,432.553
"United Kingdom","Male","1","3","3","4","4",469.028,388.138,387.677
"United Kingdom","Male","2","4","3","4","0",423.074,366.644,388.85
"United Kingdom","Male","2","3","1","5","1",568.028,572.706,524.663
"United Kingdom","Male",">=3","4","4","5","3",590.43,495.355,486.568
"United Kingdom","Male",">=3","0","30","0","30",480.123,428.899,391.34
"United Kingdom","Male","2","6","0","3","0",635.935,573.877,643.586
"United Kingdom","Male",">=3","3","2","7","2",665.641,678.451,648.073
"United Kingdom","Male",">=3","3","3","4","4",598.218,601.766,563.634
"United Kingdom","Male","1","5","1","5",NA,463.524,442.568,362.853
"United Kingdom","Male",">=3","6",NA,"11",NA,537.575,437.215,442.138
"United Kingdom","Male",">=3","6","2","9","1",564.919,492.722,441.418
"United Kingdom","Male",">=3","4","0","4","0",552.539,586.191,555.661
"United Kingdom","Male",">=3","3",NA,"4",NA,603.152,574.966,503.001
"United Kingdom","Female","0","4","3","4","2",458.186,476.704,506.204
"United Kingdom","Female",">=3","3","3","4","4",482.878,522.289,541.588
"United Kingdom","Female","1","4","4","4","4",466.92,516.559,536.459
"United Kingdom","Female","2","4","4","4","4",504.42,535.507,556.713
"United Kingdom","Female","2","4","1","4",NA,327.064,257.97,347.114
"United Kingdom","Female","1","6","1","4",NA,498.657,563.133,566.553
"United Kingdom","Female",">=3","4","1","4","0",560.276,523.483,580.572
"United Kingdom","Female",">=3","4","5","4","5",402.551,419.707,433.743
"United Kingdom","Female","2","6","6","4","4",460.017,373.74,468.272
"United Kingdom","Female","2","4","1","4","1",527.358,509.324,548.582
"United Kingdom","Female",">=3","4","1","4",NA,333.957,325.079,377.684
"United Kingdom","Female","1","4","4","4","4",335.383,317.818,353.13
"United Kingdom","Female","2","4","4","4","4",276.999,321.9,357.046
"United Kingdom","Female","2","4","4","4","4",433.355,399.086,389.917
"United Kingdom","Male","1","4","4","4","4",338.199,367.046,393.996
"United Kingdom","Male",">=3","4","4","4","4",521.491,486.408,504.645
"United Kingdom","Male",">=3","4","1","4","1",504.802,528.341,609.727
"United Kingdom","Male","2","4","3","4","4",527.634,481.754,572.121
"United Kingdom","Male","2","4","14","3","6",391.744,376.464,483.18
"United Kingdom","Male",">=3","4","4","4","4",374.58,367.766,475.134
"United Kingdom","Male",">=3","4","4","4","4",481.553,316.682,412.829
"United Kingdom","Male",">=3","4","4","4","4",397.551,407.642,447.891
"United Kingdom","Male","1","4","6","4","4",477.59,454.417,477.42
"United Kingdom","Female",">=3","4","4","6","3",361.948,433.769,407.072
"United Kingdom","Female","2","4","2","9","6",554.085,473.077,537.807
"United Kingdom","Female","1","3","4","6","4",437.622,516.658,507.636
"United Kingdom","Female",">=3","4","3","9","5",482.623,512.444,500.964
"United Kingdom","Female",">=3","4","3","6","5",500.914,428.97,476.539
"United Kingdom","Female",">=3","4","2","6","2",481.925,554.128,544.01
"United Kingdom","Female","2","4","3","6","3",612.434,590.876,613.627
"United Kingdom","Female","2","4","1","3","1",555.354,602.57,612.47
"United Kingdom","Female",">=3","4","4","6","6",406.783,459.528,402.089
"United Kingdom","Female","2","4","6","9","10",553.367,531.207,595.716
"United Kingdom","Female","2","4","4","9","12",439.321,523.008,500.173
"United Kingdom","Female","2","4","15","6","9",467.032,429.548,441.694
"United Kingdom","Female","2","4","4","6","3",540.876,472.13,555.341
"United Kingdom","Male","2","4","1","9","1",622.706,552.01,660.125
"United Kingdom","Male",">=3","5","20","9","20",523.452,424.219,490.252
"United Kingdom","Male","2","4","5","9","4",620.072,561.073,586.112
"United Kingdom","Male","2","4","3","6","2",403.856,392.35,436.513
"United Kingdom","Male",">=3","4","5","6","4",478.085,478.423,528.377
"United Kingdom","Male","0","4","1","6","2",469.391,459.977,478.122
"United Kingdom","Male",">=3","4",NA,"6",NA,292.859,314.016,388.966
"United Kingdom","Male",">=3","4","5","6","4",529.379,522.649,589.407
"United Kingdom","Male",">=3","4","4","6","6",389.111,430.019,411.971
"United Kingdom","Female","2","5","1","5","2",533.851,602.779,572.9
"United Kingdom","Female","2","5","2","3","2",513.867,562.02,552.567
"United Kingdom","Male",">=3","10","1","10","0",501.046,499.31,596.095
"United Kingdom","Male",">=3","10","4","10","2",499.539,515.366,499.954
"United Kingdom","Female","2","5","1","10","1",549.282,571.305,534.386
"United Kingdom","Female",">=3","5","3","5","5",482.033,487.45,457.518
"United Kingdom","Female",">=3","5","4","10","6",441.874,470.513,530.109
"United Kingdom","Female",">=3","6","4","5","3",556.419,569.951,515.761
"United Kingdom","Female","1","10","7","10","5",622.788,608.138,624.849
"United Kingdom","Female",">=3","5","3","5","3",460.254,471.673,502.489
"United Kingdom","Female",">=3","5","3","10","3",572.028,538.331,566.041
"United Kingdom","Female","2","5","2","5","1",539.892,573.742,548.681
"United Kingdom","Female","2","5","2","15","2",556.68,682.117,667.859
"United Kingdom","Female",">=3","5","13","10","12",616.574,637.323,697.418
"United Kingdom","Female",">=3","10","2","15","4",537.045,553.838,529.4
"United Kingdom","Female","2","10","3","5","1",458.77,496.129,495.835
"United Kingdom","Female",">=3","5","3","5","4",551.894,638.227,625.87
"United Kingdom","Female",">=3","5","2","10","1",453.882,513.579,519.365
"United Kingdom","Male","2","10","4","15","4",589.175,640.437,632.359
"United Kingdom","Male",">=3","10","2","15","6",538,558.51,613.802
"United Kingdom","Male","1","6","2","5","2",495.875,536.718,526.643
"United Kingdom","Male","2","5","1","10","1",591.013,534.029,594.194
"United Kingdom","Male","1","10","4","15","4",590.651,563.196,586.662
"United Kingdom","Male","2","10","5","10","2",554.685,570.368,583.996
"United Kingdom","Male","1","10","12","10","12",525.397,541.478,579.971
"United Kingdom","Male","1","10","4","10","2",605.414,635.166,645.118
"United Kingdom","Male",">=3","5","6","3","8",565.742,483.312,515.7
"United Kingdom","Male","0","5","2","10","5",614.48,604.613,617.671
"United Kingdom","Male","2","5","3","5","2",516.687,585.94,549.686
"United Kingdom","Female","2","7","4","4","1",441.781,524.302,491.58
"United Kingdom","Female","1","7","1","9",NA,444.52,456.743,512.201
"United Kingdom","Female",NA,NA,NA,NA,NA,409.75,515.445,467.176
"United Kingdom","Female",">=3","7","0","3","0",606.187,619.057,669.323
"United Kingdom","Female",">=3","4",NA,"4",NA,536.05,582.753,603.028
"United Kingdom","Female",">=3","5","0","10","7",453.247,445.124,423.044
"United Kingdom","Female","2","7","1","7","1",429.838,440.49,420.016
"United Kingdom","Female",">=3","3","3","4","4",468.778,389.093,435.473
"United Kingdom","Male",">=3","7",NA,"5","1",455.736,501.592,458.25
"United Kingdom","Male","2","7",NA,"7",NA,510.392,518.43,600.023
"United Kingdom","Male",">=3","6","5","7","1",539.077,420.987,500.698
"United Kingdom","Male","1","7","8","7","8",575.007,494.87,578.061
"United Kingdom","Male","2","4","14","3",NA,453.741,440.258,489.936
"United Kingdom","Male","2","7","8","7","8",630.628,572.309,648.213
"United Kingdom","Male","1","4","2","3","1",550.63,487.511,593.541
"United Kingdom","Male","2","6","6","4","5",425.986,351.348,423.285
"United Kingdom","Male","2",NA,NA,NA,NA,459.416,352.169,418.118
"United Kingdom","Male",">=3","0",NA,"7","3",461.937,507.8,504.802
"United Kingdom","Male",">=3","3","2","4","4",526.605,537.492,590.857
"United Kingdom","Female",">=3","3","1","5","1",514.796,499.612,536.619
"United Kingdom","Female",">=3","3","2","5","1",790.172,798.327,853.129
"United Kingdom","Female","1","3","1","6","2",519.736,494.207,548.183
"United Kingdom","Male","1","3","3","5","6",411.819,402.61,426.242
"United Kingdom","Male",">=3","3","8","5","1",644.241,545.068,629.489
"United Kingdom","Male","1","3","3","3","2",612.436,508.639,582.227
"United Kingdom","Male",">=3","3","3","4","4",493.559,474.782,512.023
"United Kingdom","Male",">=3","3","2","4","2",602.459,532.968,554.702
"United Kingdom","Male",">=3","3","0","5","2",665.821,580.385,614.221
"United Kingdom","Male",">=3","3","15","3","15",763.96,748.817,842.172
"United Kingdom","Male",">=3","3","1","4","1",597.39,639.765,635.365
"United Kingdom","Female",">=3","3","7","3","6",469.407,542.617,485.284
"United Kingdom","Female",">=3","3","1","5","1",501.417,618.574,579.832
"United Kingdom","Female",">=3","3","2","4","4",628.277,660.768,672.564
"United Kingdom","Female",">=3","3","1","2","3",614.079,694.302,714.519
"United Kingdom","Male",">=3","3","4","5","3",457.173,409.294,498.409
"United Kingdom","Female","2","3","3","4","1",430.497,510.639,502.299
"United Kingdom","Male",">=3","3","3","3","3",686.235,633.489,696.201
"United Kingdom","Male",">=3","3","1","7","2",701.121,656.993,703.337
"United Kingdom","Male",">=3","3","3","6","3",585.318,557.643,657.506
"United Kingdom","Female","1","3","0","2","2",440.919,448.788,472.581
"United Kingdom","Male",">=3","3","2","5","2",478.862,523.738,523.133
"United Kingdom","Female",">=3","3","1","3","1",542.696,523.45,567.994
"United Kingdom","Male","2","3","3","3","3",517.58,532.485,597.709
"United Kingdom","Male","2","4","7","8","10",527.569,523.538,574.307
"United Kingdom","Male","2","6","2","6","3",677.667,631.721,649.344
"United Kingdom","Male",">=3","4","2","3","3",769.712,685.501,703.263
"United Kingdom","Male",">=3","5","0","10","1",533.388,657.27,642.551
"United Kingdom","Male",">=3","4","2","8","4",676.915,644.515,701.989
"United Kingdom","Male",">=3","4","5","12","11",638.172,601.525,629.442
"United Kingdom","Male",">=3","4","3","8","4",606.554,577.551,628.585
"United Kingdom","Male",">=3","4","4","8","6",671.986,640.422,648.386
"United Kingdom","Male",">=3","4","0","3","0",527.522,474.067,562.293
"United Kingdom","Male",">=3","8","3","9","5",600.767,674.919,654.192
"United Kingdom","Male",">=3","4","1","9","3",629.327,639.836,646.003
"United Kingdom","Male",">=3","4","2","8","4",616.117,644.334,642.089
"United Kingdom","Male","2","4","5","12","12",610.461,658.625,622.235
"United Kingdom","Male",">=3","4","3","2","3",601.004,599.957,613.406
"United Kingdom","Male",">=3","4","4","7","7",596.923,553.073,591.067
"United Kingdom","Male",">=3","4","1","7","2",593.964,531.531,622.302
"United Kingdom","Male","2","4","5","8","5",760.524,682.432,732.046
"United Kingdom","Male",">=3","4","4","7","9",703.416,746.905,849.423
"United Kingdom","Male",">=3","4","3","7","3",549.491,514.721,536.862
"United Kingdom","Male",">=3","4","3","8","5",535.528,487.633,509.545
"United Kingdom","Male",">=3","4","2","3","3",606.061,669.976,658.435
"United Kingdom","Male",">=3","4","2","9","6",519.454,527.591,516.104
"United Kingdom","Male","2","4","2","7","5",708.397,671.723,695.958
"United Kingdom","Male",">=3","4","5","7","4",707.201,723.128,735.449
"United Kingdom","Male",">=3","4","2","3","4",620.84,581.55,628.871
"United Kingdom","Male",">=3","4","7","6","9",677.187,557.679,610.371
"United Kingdom","Male",">=3","4","1","7","5",762.02,759.018,806.083
"United Kingdom","Male",">=3","4","2","8","2",584.767,612.748,585.836
"United Kingdom","Female",">=3","3","2","6","3",439.187,441.901,508.432
"United Kingdom","Female","2","4",NA,"5",NA,406.994,501.88,454.784
"United Kingdom","Female","2","4","10","5","12",501.638,494.499,522.282
"United Kingdom","Female","1","4","1","4","3",327.371,409.396,434.734
"United Kingdom","Female",">=3","4","4","4","4",392.61,370.907,341.492
